l2_pos_deg,voltage_V
89.5000,0.7708
89.0000,0.7731
88.5000,0.7734
88.0000,0.7761
87.5000,0.7802
87.0000,0.7781
86.5000,0.7788
86.0000,0.7797
85.5000,0.7778
85.0000,0.7752
84.5000,0.7754
84.0000,0.772
83.5000,0.7684
83.0000,0.7642
82.5000,0.7619
82.0000,0.757
81.5000,0.7537
81.0000,0.7457
80.5000,0.7389
80.0000,0.7342
79.5000,0.7285
79.0000,0.721
78.5000,0.7132
78.0000,0.7046
77.5000,0.6962
77.0000,0.6894
76.5000,0.6787
76.0000,0.6714
75.5000,0.6609
75.0000,0.6494
74.5000,0.6385
74.0000,0.628
73.5000,0.6181
73.0000,0.6076
72.5000,0.5954
72.0000,0.5851
71.5000,0.5719
71.0000,0.558
70.5000,0.5461
70.0000,0.5332
69.5000,0.52
69.0000,0.5088
68.5000,0.4942
68.0000,0.4805
67.5000,0.4688
67.0000,0.4544
66.5000,0.4408
66.0000,0.4262
65.5000,0.4135
65.0000,0.3993
64.5000,0.3854
64.0000,0.3727
63.5000,0.3588
63.0000,0.345
62.5000,0.331
62.0000,0.3164
61.5000,0.303
61.0000,0.2891
60.5000,0.2765
60.0000,0.2634
59.5000,0.2503
59.0000,0.2366
58.5000,0.2239
58.0000,0.2126
57.5000,0.1992
57.0000,0.1869
56.5000,0.1752
56.0000,0.1634
55.5000,0.1516
55.0000,0.1406
54.5000,0.1303
54.0000,0.119
53.5000,0.109
53.0000,0.0993
52.5000,0.09
52.0000,0.0809
51.5000,0.0719
51.0000,0.0638
50.5000,0.0555
50.0000,0.048
49.5000,0.0406
49.0000,0.0338
48.5000,0.0272
48.0000,0.0209
47.5000,0.0155
47.0000,0.0104
46.5000,0.0059
46.0000,0.0021
45.5000,0.0003
45.0000,0.0
44.5000,0.0
44.0000,0.0
43.5000,0.0
43.0000,0.0
42.5000,0.0
42.0000,0.0
41.5000,0.0
41.0000,0.0
40.5000,0.0
40.0000,0.0
39.5000,0.0
39.0000,0.0
38.5000,0.0001
38.0000,0.0008
37.5000,0.0031
37.0000,0.0064
36.5000,0.0115
36.0000,0.0165
35.5000,0.0226
35.0000,0.0284
34.5000,0.0352
34.0000,0.0422
33.5000,0.0495
33.0000,0.0576
32.5000,0.0658
32.0000,0.0743
31.5000,0.0835
31.0000,0.0929
30.5000,0.1028
30.0000,0.1132
29.5000,0.1231
29.0000,0.1337
28.5000,0.1451
28.0000,0.1564
27.5000,0.1686
27.0000,0.1807
26.5000,0.1928
26.0000,0.2053
25.5000,0.2178
25.0000,0.2301
24.5000,0.244
24.0000,0.2572
23.5000,0.2707
23.0000,0.2836
22.5000,0.2972
22.0000,0.3121
21.5000,0.3242
21.0000,0.3379
20.5000,0.3516
20.0000,0.3651
19.5000,0.3788
19.0000,0.3943
18.5000,0.4077
18.0000,0.4231
17.5000,0.4376
17.0000,0.4498
16.5000,0.4635
16.0000,0.4781
15.5000,0.4924
15.0000,0.5061
14.5000,0.5194
14.0000,0.5325
13.5000,0.5437
13.0000,0.5574
12.5000,0.5691
12.0000,0.5825
11.5000,0.5937
11.0000,0.6075
10.5000,0.617
10.0000,0.6281
9.5000,0.6389
9.0000,0.6489
8.5000,0.6619
8.0000,0.6727
7.5000,0.682
7.0000,0.6919
6.5000,0.6979
6.0000,0.7076
5.5000,0.7152
5.0000,0.7222
4.5000,0.7289
4.0000,0.7366
3.5000,0.7424
3.0000,0.7509
2.5000,0.7569
2.0000,0.7635
1.5000,0.7674
1.0000,0.7707
0.5000,0.7727
0.0000,0.7771
-0.5000,0.7783
-1.0000,0.7823
-1.5000,0.7855
-2.0000,0.7873
-2.5000,0.7875
-3.0000,0.7882
-3.5000,0.7886
-4.0000,0.7888
-4.5000,0.7858
-5.0000,0.7831
-5.5000,0.7828
-6.0000,0.7831
-6.5000,0.779
-7.0000,0.7753
-7.5000,0.7729
-8.0000,0.7685
-8.5000,0.7602
-9.0000,0.7552
-9.5000,0.7516
-10.0000,0.7464
-10.5000,0.7383
-11.0000,0.7328
-11.5000,0.7251
-12.0000,0.7145
-12.5000,0.7074
-13.0000,0.6994
-13.5000,0.6911
-14.0000,0.6816
-14.5000,0.6709
-15.0000,0.6622
-15.5000,0.6529
-16.0000,0.6425
-16.5000,0.6303
-17.0000,0.6205
-17.5000,0.6061
-18.0000,0.5941
-18.5000,0.5819
-19.0000,0.5705
-19.5000,0.5576
-20.0000,0.5439
-20.5000,0.5329
-21.0000,0.5181
-21.5000,0.5036
-22.0000,0.4909
-22.5000,0.4783
-23.0000,0.4635
-23.5000,0.4495
-24.0000,0.436
-24.5000,0.4228
-25.0000,0.4084
-25.5000,0.3954
-26.0000,0.3801
-26.5000,0.3663
-27.0000,0.3523
-27.5000,0.3378
-28.0000,0.3244
-28.5000,0.3109
-29.0000,0.2972
-29.5000,0.2831
-30.0000,0.2704
-30.5000,0.2569
-31.0000,0.243
-31.5000,0.2293
-32.0000,0.2166
-32.5000,0.2034
-33.0000,0.1911
-33.5000,0.1786
-34.0000,0.1668
-34.5000,0.1552
-35.0000,0.1441
-35.5000,0.1329
-36.0000,0.122
-36.5000,0.1112
-37.0000,0.1012
